Date,LakeLevel(ft)
6/6/2005,4197.37
6/7/2005,4197.41
6/8/2005,4197.35
6/9/2005,4197.38
6/10/2005,4197.4
6/11/2005,4197.36
6/12/2005,4197.38
6/13/2005,4197.4
6/14/2005,4197.38
6/15/2005,4197.39
6/16/2005,4197.35
6/17/2005,4197.28
6/18/2005,4197.45
6/19/2005,4197.35
6/20/2005,4197.32
6/21/2005,4197.33
6/22/2005,4197.27
6/23/2005,4197.3
6/24/2005,4197.32
6/25/2005,4197.22
6/26/2005,4197.27
6/27/2005,4197.32
6/28/2005,4197.36
6/29/2005,4197.32
6/30/2005,4197.29
7/1/2005,4197.3
7/2/2005,4197.28
7/3/2005,4197.33
7/4/2005,4197.27
7/5/2005,4197.24
7/6/2005,4197.21
7/7/2005,4197.2
7/8/2005,4197.16
7/9/2005,4197.14
7/10/2005,4197.15
7/11/2005,4197.16
7/12/2005,4197.1
7/13/2005,4197.09
7/14/2005,4197.1
7/15/2005,4197.07
7/16/2005,4197.02
7/17/2005,4197.06
7/18/2005,4196.98
7/19/2005,4196.93
7/20/2005,4196.92
7/21/2005,4196.92
7/22/2005,4196.88
7/23/2005,4196.87
7/24/2005,4196.82
7/25/2005,4196.82
7/26/2005,4196.84
7/27/2005,4196.76
7/28/2005,4196.72
7/29/2005,4196.7
7/30/2005,4196.72
7/31/2005,4196.67
8/1/2005,4196.6
8/2/2005,4196.63
8/3/2005,4196.57
8/4/2005,4196.59
8/5/2005,4196.58
8/6/2005,4196.56
8/7/2005,4196.56
8/8/2005,4196.53
8/9/2005,4196.51
8/10/2005,4196.46
8/11/2005,4196.47
8/12/2005,4196.46
8/13/2005,4196.45
8/14/2005,4196.39
8/15/2005,4196.34
8/16/2005,4196.29
8/17/2005,4196.28
8/18/2005,4196.32
8/19/2005,4196.28
8/20/2005,4196.25
8/21/2005,4196.24
8/22/2005,4196.22
8/23/2005,4196.17
8/24/2005,4196.15
8/25/2005,4196.17
8/26/2005,4196.13
8/27/2005,4196.1
8/28/2005,4196.1
8/29/2005,4196.07
8/30/2005,4196.12
8/31/2005,4196.03
9/1/2005,4196.01
9/2/2005,4195.99
9/3/2005,4195.9
9/4/2005,4195.88
9/5/2005,4195.94
9/6/2005,4195.92
9/7/2005,4195.91
9/8/2005,4195.9
9/9/2005,4195.78
9/10/2005,4195.92
9/11/2005,4195.88
9/12/2005,4195.84
9/13/2005,4195.77
9/14/2005,4195.78
9/15/2005,4195.74
9/16/2005,4195.71
9/17/2005,4195.72
9/18/2005,4195.73
9/19/2005,4195.67
9/20/2005,4195.67
9/21/2005,4195.65
9/22/2005,4195.65
9/23/2005,4195.64
9/24/2005,4195.78
9/25/2005,4195.67
9/26/2005,4195.6
9/27/2005,4195.6
9/28/2005,4195.63
9/29/2005,4195.59
9/30/2005,4195.58
10/1/2005,4195.57
10/2/2005,4195.6
10/3/2005,4195.66
10/4/2005,4195.67
10/5/2005,4195.52
10/6/2005,4195.52
10/7/2005,4195.5
10/8/2005,4195.57
10/9/2005,4195.6
10/10/2005,4195.59
10/11/2005,4195.48
10/12/2005,4195.49
10/13/2005,4195.46
10/14/2005,4195.46
10/15/2005,4195.43
10/16/2005,4195.44
10/17/2005,4195.46
10/18/2005,4195.47
10/19/2005,4195.42
10/20/2005,4195.47
10/21/2005,4195.47
10/22/2005,4195.46
10/23/2005,4195.46
10/24/2005,4195.47
10/25/2005,4195.46
10/26/2005,4195.46
10/27/2005,4195.46
10/28/2005,4195.46
10/29/2005,4195.44
10/30/2005,4195.5
10/31/2005,4195.48
11/1/2005,4195.48
11/2/2005,4195.45
11/3/2005,4195.49
11/4/2005,4195.5
11/5/2005,4195.51
11/6/2005,4195.42
11/7/2005,4195.44
11/8/2005,4195.48
11/9/2005,4195.49
11/10/2005,4195.48
11/11/2005,4195.46
11/12/2005,4195.53
11/13/2005,4195.47
11/14/2005,4195.71
11/15/2005,4195.52
11/16/2005,4195.44
11/17/2005,4195.45
11/18/2005,4195.46
11/19/2005,4195.48
11/20/2005,4195.48
11/21/2005,4195.48
11/22/2005,4195.49
11/23/2005,4195.49
11/24/2005,4195.5
11/25/2005,4195.5
11/26/2005,4195.69
11/27/2005,4195.56
11/28/2005,4195.5
11/29/2005,4195.49
11/30/2005,4195.56
12/1/2005,4195.5
12/2/2005,4195.48
12/3/2005,4195.58
12/4/2005,4195.65
12/5/2005,4195.49
12/6/2005,4195.61
12/7/2005,4195.54
12/8/2005,4195.49
12/9/2005,4195.45
12/10/2005,4195.44
12/11/2005,4195.5
12/12/2005,4195.5
12/13/2005,4195.51
12/14/2005,4195.51
12/15/2005,4195.5
12/16/2005,4195.53
12/17/2005,4195.44
12/18/2005,4195.52
12/19/2005,4195.54
12/20/2005,4195.55
12/21/2005,4195.56
12/22/2005,4195.57
12/23/2005,4195.57
12/24/2005,4195.58
12/25/2005,4195.6
12/26/2005,4195.63
12/27/2005,4195.64
12/28/2005,4195.64
12/29/2005,4195.74
12/30/2005,4195.69
12/31/2005,4195.66
1/1/2006,4195.78
1/2/2006,4195.76
1/3/2006,4195.77
1/4/2006,4195.88
1/5/2006,4195.89
1/6/2006,4195.9
1/7/2006,4195.94
1/8/2006,4196
1/9/2006,4195.98
1/10/2006,4196
1/11/2006,4196.03
1/12/2006,4196.08
1/13/2006,4196.08
1/14/2006,4196.07
1/15/2006,4196.17
1/16/2006,4196.13
1/17/2006,4196.08
1/18/2006,4196.13
1/19/2006,4196.23
1/20/2006,4196.14
1/21/2006,4196.13
1/22/2006,4196.19
1/23/2006,4196.18
1/24/2006,4196.18
1/25/2006,4196.2
1/26/2006,4196.19
1/27/2006,4196.19
1/28/2006,4196.21
1/29/2006,4196.22
1/30/2006,4196.21
1/31/2006,4196.3
2/1/2006,4196.28
2/2/2006,4196.31
2/3/2006,4196.33
2/4/2006,4196.42
2/5/2006,4196.44
2/6/2006,4196.37
2/7/2006,4196.4
2/8/2006,4196.4
2/9/2006,4196.4
2/10/2006,4196.58
2/11/2006,4196.47
2/12/2006,4196.41
2/13/2006,4196.41
2/14/2006,4196.46
2/15/2006,4196.59
2/16/2006,4196.51
2/17/2006,4196.49
2/18/2006,4196.5
2/19/2006,4196.5
2/20/2006,4196.48
2/21/2006,4196.43
2/22/2006,4196.47
2/23/2006,4196.46
2/24/2006,4196.49
2/25/2006,4196.5
2/26/2006,4196.51
2/27/2006,4196.52
2/28/2006,4196.44
3/1/2006,4196.58
3/2/2006,4196.59
3/3/2006,4196.57
3/4/2006,4196.59
3/5/2006,4196.6
3/6/2006,4196.58
3/7/2006,4196.66
3/8/2006,4196.77
3/9/2006,4196.68
3/10/2006,4196.7
3/11/2006,4196.64
3/12/2006,4196.71
3/13/2006,4196.69
3/14/2006,4196.64
3/15/2006,4196.79
3/16/2006,4196.72
3/17/2006,4196.78
3/18/2006,4196.8
3/19/2006,4196.9
3/20/2006,4196.82
3/21/2006,4196.85
3/22/2006,4196.91
3/23/2006,4196.9
3/24/2006,4196.91
3/25/2006,4196.85
3/26/2006,4197.07
3/27/2006,4196.94
3/28/2006,4196.91
3/29/2006,4196.95
3/30/2006,4197.04
3/31/2006,4197.04
4/1/2006,4197.07
4/2/2006,4197.04
4/3/2006,4197.08
4/4/2006,4197.05
4/5/2006,4196.92
4/6/2006,4197.21
4/7/2006,4197.21
4/8/2006,4197.27
4/9/2006,4197.33
4/10/2006,4197.38
4/11/2006,4197.36
4/12/2006,4197.4
4/13/2006,4197.4
4/14/2006,4197.45
4/15/2006,4197.51
4/16/2006,4197.43
4/17/2006,4197.77
4/18/2006,4197.69
4/19/2006,4197.63
4/20/2006,4197.65
4/21/2006,4197.7
4/22/2006,4197.75
4/23/2006,4197.8
4/24/2006,4197.75
4/25/2006,4197.81
4/26/2006,4197.84
4/27/2006,4197.9
4/28/2006,4198.04
4/29/2006,4197.94
4/30/2006,4197.93
5/1/2006,4197.96
5/2/2006,4198.02
5/3/2006,4198.02
5/4/2006,4197.96
5/5/2006,4198.01
5/6/2006,4198
5/7/2006,4198.02
5/8/2006,4198.12
5/9/2006,4198.15
5/10/2006,4198.09
5/11/2006,4198.11
5/12/2006,4198.1
5/13/2006,4198.14
5/14/2006,4198.14
5/15/2006,4198.13
5/16/2006,4198.12
5/17/2006,4198.1
5/18/2006,4198.12
5/19/2006,4198.15
5/20/2006,4198.06
5/21/2006,4198.05
5/22/2006,4198
5/23/2006,4197.99
5/24/2006,4197.99
5/25/2006,4198.02
5/26/2006,4198.1
5/27/2006,4198.3
5/28/2006,4198.04
5/29/2006,4197.98
5/30/2006,4198.04
5/31/2006,4198.03
6/1/2006,4198.02
6/2/2006,4198.02
6/3/2006,4198.06
6/4/2006,4198.03
6/5/2006,4198.09
6/6/2006,4198.03
6/7/2006,4197.98
6/8/2006,4197.94
6/9/2006,4197.91
6/10/2006,4198
6/11/2006,4198
6/12/2006,4197.99
6/13/2006,4197.95
6/14/2006,4198.08
6/15/2006,4198.01
6/16/2006,4198.02
6/17/2006,4197.93
6/18/2006,4197.97
6/19/2006,4197.95
6/20/2006,4198.02
6/21/2006,4197.92
6/22/2006,4197.92
6/23/2006,4197.84
6/24/2006,4197.84
6/25/2006,4197.83
6/26/2006,4197.82
6/27/2006,4197.82
6/28/2006,4197.8
6/29/2006,4197.8
6/30/2006,4197.82
7/1/2006,4197.76
7/2/2006,4197.72
7/3/2006,4197.71
7/4/2006,4197.63
7/5/2006,4197.66
7/6/2006,4197.64
7/7/2006,4197.59
7/8/2006,4197.62
7/9/2006,4197.59
7/10/2006,4197.52
7/11/2006,4197.45
7/12/2006,4197.42
7/13/2006,4197.48
7/14/2006,4197.44
7/15/2006,4197.41
7/16/2006,4197.41
7/17/2006,4197.4
7/18/2006,4197.34
7/19/2006,4197.3
7/20/2006,4197.34
7/21/2006,4197.32
7/22/2006,4197.31
7/23/2006,4197.3
7/24/2006,4197.32
7/25/2006,4197.26
7/26/2006,4197.23
7/27/2006,4197.23
7/28/2006,4197.19
7/29/2006,4197.16
7/30/2006,4197.12
7/31/2006,4197.12
8/1/2006,4197.11
8/2/2006,4197.09
8/3/2006,4197.03
8/4/2006,4197.04
8/5/2006,4197.03
8/6/2006,4196.99
8/7/2006,4196.89
8/8/2006,4196.89
8/9/2006,4196.95
8/10/2006,4196.88
8/11/2006,4196.89
8/12/2006,4196.84
8/13/2006,4196.92
8/14/2006,4196.81
8/15/2006,4196.77
8/16/2006,4196.72
8/17/2006,4196.77
8/18/2006,4196.81
8/19/2006,4196.73
8/20/2006,4196.71
8/21/2006,4196.68
8/22/2006,4196.65
8/23/2006,4196.63
8/24/2006,4196.68
8/25/2006,4196.65
8/26/2006,4196.71
8/27/2006,4196.6
8/28/2006,4196.6
8/29/2006,4196.57
8/30/2006,4196.54
8/31/2006,4196.66
9/1/2006,4196.52
9/2/2006,4196.49
9/3/2006,4196.46
9/4/2006,4196.43
9/5/2006,4196.43
9/6/2006,4196.44
9/7/2006,4196.43
9/8/2006,4196.4
9/9/2006,4196.33
9/10/2006,4196.34
9/11/2006,4196.36
9/12/2006,4196.36
9/13/2006,4196.32
9/14/2006,4196.27
9/15/2006,4196.38
9/16/2006,4196.48
9/17/2006,4196.41
9/18/2006,4196.37
9/19/2006,4196.38
9/20/2006,4196.52
9/21/2006,4196.38
9/22/2006,4196.61
9/23/2006,4196.44
9/24/2006,4196.4
9/25/2006,4196.4
9/26/2006,4196.4
9/27/2006,4196.39
9/28/2006,4196.38
9/29/2006,4196.37
9/30/2006,4196.37
10/1/2006,4196.36
10/2/2006,4196.4
10/3/2006,4196.38
10/4/2006,4196.28
10/5/2006,4196.27
10/6/2006,4196.33
10/7/2006,4196.36
10/8/2006,4196.44
10/9/2006,4196.49
10/10/2006,4196.46
10/11/2006,4196.42
10/12/2006,4196.41
10/13/2006,4196.42
10/14/2006,4196.43
10/15/2006,4196.44
10/16/2006,4196.5
10/17/2006,4196.63
10/18/2006,4196.54
10/19/2006,4196.4
10/20/2006,4196.54
10/21/2006,4196.5
10/22/2006,4196.42
10/23/2006,4196.42
10/24/2006,4196.42
10/25/2006,4196.6
10/26/2006,4196.49
10/27/2006,4196.42
10/28/2006,4196.42
10/29/2006,4196.41
10/30/2006,4196.48
10/31/2006,4196.45
11/1/2006,4196.42
11/2/2006,4196.4
11/3/2006,4196.41
11/4/2006,4196.42
11/5/2006,4196.41
11/6/2006,4196.41
11/7/2006,4196.4
11/8/2006,4196.44
11/9/2006,4196.5
11/10/2006,4196.5
11/11/2006,4196.46
11/12/2006,4196.5
11/13/2006,4196.38
11/14/2006,4196.62
11/15/2006,4196.48
11/16/2006,4196.5
11/17/2006,4196.5
11/18/2006,4196.51
11/19/2006,4196.53
11/20/2006,4196.54
11/21/2006,4196.55
11/22/2006,4196.54
11/23/2006,4196.57
11/24/2006,4196.56
11/25/2006,4196.57
11/26/2006,4196.59
11/27/2006,4196.5
11/28/2006,4196.63
11/29/2006,4196.67
11/30/2006,4196.53
12/1/2006,4196.56
12/2/2006,4196.59
12/3/2006,4196.55
12/4/2006,4196.57
12/5/2006,4196.56
12/6/2006,4196.58
12/7/2006,4196.59
12/8/2006,4196.6
12/9/2006,4196.6
12/10/2006,4196.61
12/11/2006,4196.62
12/12/2006,4196.62
12/13/2006,4196.65
12/14/2006,4196.65
12/15/2006,4196.73
12/16/2006,4196.73
12/17/2006,4196.7
12/18/2006,4196.75
12/19/2006,4196.73
12/20/2006,4196.7
12/21/2006,4196.71
12/22/2006,4196.72
12/23/2006,4196.72
12/24/2006,4196.72
12/25/2006,4196.72
12/26/2006,4196.72
12/27/2006,4196.76
12/28/2006,4196.95
12/29/2006,4196.89
12/30/2006,4196.8
12/31/2006,4196.8
1/1/2007,4196.81
1/2/2007,4196.79
1/3/2007,4196.79
1/4/2007,4196.8
1/5/2007,4196.96
1/6/2007,4196.83
1/7/2007,4196.88
1/8/2007,4196.84
1/9/2007,4196.82
1/10/2007,4196.85
1/11/2007,4196.92
1/12/2007,4197.02
1/13/2007,4196.87
1/14/2007,4196.84
1/15/2007,4196.81
1/16/2007,4196.81
1/17/2007,4196.83
1/18/2007,4196.81
1/19/2007,4196.82
1/20/2007,4196.83
1/21/2007,4196.87
1/22/2007,4196.84
1/23/2007,4196.8
1/24/2007,4196.8
1/25/2007,4196.8
1/26/2007,4196.82
1/27/2007,4196.84
1/28/2007,4196.82
1/29/2007,4196.81
1/30/2007,4196.81
1/31/2007,4196.86
2/1/2007,4196.82
2/2/2007,4196.84
2/3/2007,4196.82
2/4/2007,4196.82
2/5/2007,4196.81
2/6/2007,4196.82
2/7/2007,4196.84
2/8/2007,4196.86
2/9/2007,4196.86
2/10/2007,4196.86
2/11/2007,4196.88
2/12/2007,4196.92
2/13/2007,4196.95
2/14/2007,4196.99
2/15/2007,4196.97
2/16/2007,4197
2/17/2007,4197
2/18/2007,4197.03
2/19/2007,4197.14
2/20/2007,4197.08
2/21/2007,4197.1
2/22/2007,4197.08
2/23/2007,4197.19
2/24/2007,4197.2
2/25/2007,4197.14
2/26/2007,4197.18
2/27/2007,4197.23
2/28/2007,4197.22
3/1/2007,4197.24
3/2/2007,4197.33
3/3/2007,4197.24
3/4/2007,4197.26
3/5/2007,4197.28
3/6/2007,4197.3
3/7/2007,4197.31
3/8/2007,4197.32
3/9/2007,4197.32
3/10/2007,4197.37
3/11/2007,4197.37
3/12/2007,4197.4
3/13/2007,4197.39
3/14/2007,4197.41
3/15/2007,4197.42
3/16/2007,4197.41
3/17/2007,4197.41
3/18/2007,4197.41
3/19/2007,4197.44
3/20/2007,4197.45
3/21/2007,4197.6
3/22/2007,4197.56
3/23/2007,4197.53
3/24/2007,4197.52
3/25/2007,4197.47
3/26/2007,4197.48
3/27/2007,4197.22
3/28/2007,4197.6
3/29/2007,4197.84
3/30/2007,4197.54
3/31/2007,4197.54
4/1/2007,4197.56
4/2/2007,4197.63
4/3/2007,4197.62
4/4/2007,4197.58
4/5/2007,4197.6
4/6/2007,4197.6
4/7/2007,4197.62
4/8/2007,4197.67
4/9/2007,4197.62
4/10/2007,4197.93
4/11/2007,4197.74
4/12/2007,4197.62
4/13/2007,4197.74
4/14/2007,4197.57
4/15/2007,4197.6
4/16/2007,4197.67
4/17/2007,4197.55
4/18/2007,4197.56
4/19/2007,4197.55
4/20/2007,4197.55
4/21/2007,4197.49
4/22/2007,4197.44
4/23/2007,4197.55
4/24/2007,4197.57
4/25/2007,4197.52
4/26/2007,4197.56
4/27/2007,4197.52
4/28/2007,4197.5
4/29/2007,4197.51
4/30/2007,4197.52
5/1/2007,4197.5
5/2/2007,4197.42
5/3/2007,4197.6
5/4/2007,4197.53
5/5/2007,4197.77
5/6/2007,4197.5
5/7/2007,4197.45
5/8/2007,4197.42
5/9/2007,4197.42
5/10/2007,4197.43
5/11/2007,4197.42
5/12/2007,4197.41
5/13/2007,4197.4
5/14/2007,4197.5
5/15/2007,4197.4
5/16/2007,4197.39
5/17/2007,4197.35
5/18/2007,4197.35
5/19/2007,4197.35
5/20/2007,4197.36
5/21/2007,4197.42
5/22/2007,4197.41
5/23/2007,4197.36
5/24/2007,4197.24
5/25/2007,4197.22
5/26/2007,4197.27
5/27/2007,4197.22
5/28/2007,4197.26
5/29/2007,4197.25
5/30/2007,4197.18
5/31/2007,4197.16
6/1/2007,4197.14
6/2/2007,4197.12
6/3/2007,4197.12
6/4/2007,4197.12
6/5/2007,4197.08
6/6/2007,4197.35
6/7/2007,4197.26
6/8/2007,4197.11
6/9/2007,4197.1
6/10/2007,4197.09
6/11/2007,4197.18
6/12/2007,4197.11
6/13/2007,4197.07
6/14/2007,4197.06
6/15/2007,4197.06
6/16/2007,4197.03
6/17/2007,4197.1
6/18/2007,4197.01
6/19/2007,4196.98
6/20/2007,4196.95
6/21/2007,4196.94
6/22/2007,4196.92
6/23/2007,4196.9
6/24/2007,4196.91
6/25/2007,4196.95
6/26/2007,4196.89
6/27/2007,4196.82
6/28/2007,4196.79
6/29/2007,4196.78
6/30/2007,4196.77
7/1/2007,4196.77
7/2/2007,4196.75
7/3/2007,4196.77
7/4/2007,4196.71
7/5/2007,4196.68
7/6/2007,4196.64
7/7/2007,4196.66
7/8/2007,4196.65
7/9/2007,4196.6
7/10/2007,4196.6
7/11/2007,4196.58
7/12/2007,4196.53
7/13/2007,4196.51
7/14/2007,4196.48
7/15/2007,4196.47
7/16/2007,4196.43
7/17/2007,4196.46
7/18/2007,4196.37
7/19/2007,4196.36
7/20/2007,4196.38
7/21/2007,4196.32
7/22/2007,4196.32
7/23/2007,4196.29
7/24/2007,4196.24
7/25/2007,4196.25
7/26/2007,4196.24
7/27/2007,4196.21
7/28/2007,4196.24
7/29/2007,4196.2
7/30/2007,4196.19
7/31/2007,4196.18
8/1/2007,4196.15
8/2/2007,4196.1
8/3/2007,4196.11
8/4/2007,4196.09
8/5/2007,4196.07
8/6/2007,4196.08
8/7/2007,4195.97
8/8/2007,4196.05
8/9/2007,4195.95
8/10/2007,4195.86
8/11/2007,4195.92
8/12/2007,4195.85
8/13/2007,4195.86
8/14/2007,4195.84
8/15/2007,4195.83
8/16/2007,4195.82
8/17/2007,4195.85
8/18/2007,4195.74
8/19/2007,4195.77
8/20/2007,4195.8
8/21/2007,4195.76
8/22/2007,4195.79
8/23/2007,4195.74
8/24/2007,4195.7
8/25/2007,4195.63
8/26/2007,4195.61
8/27/2007,4195.57
8/28/2007,4195.6
8/29/2007,4195.6
8/30/2007,4195.6
8/31/2007,4195.58
9/1/2007,4195.56
9/2/2007,4195.48
9/3/2007,4195.49
9/4/2007,4195.57
9/5/2007,4195.58
9/6/2007,4195.5
9/7/2007,4195.44
9/8/2007,4195.46
9/9/2007,4195.51
9/10/2007,4195.45
9/11/2007,4195.4
9/12/2007,4195.39
9/13/2007,4195.38
9/14/2007,4195.32
9/15/2007,4195.34
9/16/2007,4195.31
9/17/2007,4195.34
9/18/2007,4195.3
9/19/2007,4195.2
9/20/2007,4195.22
9/21/2007,4195.22
9/22/2007,4195.14
9/23/2007,4195.1
9/24/2007,4195.19
9/25/2007,4195.17
9/26/2007,4195.15
9/27/2007,4195.15
9/28/2007,4195.03
9/29/2007,4195.24
9/30/2007,4195.11
10/1/2007,4195.26
10/2/2007,4195.13
10/3/2007,4195.14
10/4/2007,4195.14
10/5/2007,4195.22
10/6/2007,4195.19
10/7/2007,4195.15
10/8/2007,4195.14
10/9/2007,4195.16
10/10/2007,4195.16
10/11/2007,4195.2
10/12/2007,4195.13
10/13/2007,4195.17
10/14/2007,4195.13
10/15/2007,4195.12
10/16/2007,4195.16
10/17/2007,4195.24
10/18/2007,4195.16
10/19/2007,4195.1
10/20/2007,4195.29
10/21/2007,4195.2
10/22/2007,4195.1
10/23/2007,4195.11
10/24/2007,4195.11
10/25/2007,4195.12
10/26/2007,4195.12
10/27/2007,4195.1
10/28/2007,4195.11
10/29/2007,4195.12
10/30/2007,4195.18
10/31/2007,4195.16
11/1/2007,4195.11
11/2/2007,4195.12
11/3/2007,4195.1
11/4/2007,4195.1
11/5/2007,4195.1
11/6/2007,4195.1
11/7/2007,4195.1
11/8/2007,4195.1
11/9/2007,4195.1
11/10/2007,4195.11
11/11/2007,4195.15
11/12/2007,4195.12
11/13/2007,4195.15
11/14/2007,4195.15
11/15/2007,4195.1
11/16/2007,4195.09
11/17/2007,4195.1
11/18/2007,4195.1
11/19/2007,4195.14
11/20/2007,4195.19
11/21/2007,4195.12
11/22/2007,4195.1
11/23/2007,4195.16
11/24/2007,4195.06
11/25/2007,4195.05
11/26/2007,4195.07
11/27/2007,4195.11
11/28/2007,4195.07
11/29/2007,4195.05
11/30/2007,4195.05
12/1/2007,4195.04
12/2/2007,4194.99
12/3/2007,4195.04
12/4/2007,4195.04
12/5/2007,4195.05
12/6/2007,4195.07
12/7/2007,4195.12
12/8/2007,4195.17
12/9/2007,4195.19
12/10/2007,4195.25
12/11/2007,4195.27
12/12/2007,4195.18
12/13/2007,4195.2
12/14/2007,4195.19
12/15/2007,4195.14
12/16/2007,4195.18
12/17/2007,4195.18
12/18/2007,4195.18
12/19/2007,4195.18
12/20/2007,4195.22
12/21/2007,4195.36
12/22/2007,4195.24
12/23/2007,4195.23
12/24/2007,4195.35
12/25/2007,4195.34
12/26/2007,4195.25
12/27/2007,4195.26
12/28/2007,4195.2
12/29/2007,4195.23
12/30/2007,4195.34
12/31/2007,4195.29
1/1/2008,4195.24
1/2/2008,4195.26
1/3/2008,4195.24
1/4/2008,4195.14
1/5/2008,4195.17
1/6/2008,4195.31
1/7/2008,4195.28
1/8/2008,4195.27
1/9/2008,4195.35
1/10/2008,4195.32
1/11/2008,4195.33
1/12/2008,4195.33
1/13/2008,4195.33
1/14/2008,4195.32
1/15/2008,4195.46
1/16/2008,4195.36
1/17/2008,4195.32
1/18/2008,4195.31
1/19/2008,4195.35
1/20/2008,4195.36
1/21/2008,4195.41
1/22/2008,4195.39
1/23/2008,4195.4
1/24/2008,4195.4
1/25/2008,4195.4
1/26/2008,4195.4
1/27/2008,4195.23
1/28/2008,4195.34
1/29/2008,4195.35
1/30/2008,4195.46
1/31/2008,4195.33
2/1/2008,4195.39
2/2/2008,4195.37
2/3/2008,4195.33
2/4/2008,4195.44
2/5/2008,4195.41
2/6/2008,4195.42
2/7/2008,4195.48
2/8/2008,4195.41
2/9/2008,4195.4
2/10/2008,4195.41
2/11/2008,4195.43
2/12/2008,4195.42
2/13/2008,4195.59
2/14/2008,4195.71
2/15/2008,4195.49
2/16/2008,4195.48
2/17/2008,4195.49
2/18/2008,4195.5
2/19/2008,4195.49
2/20/2008,4195.5
2/21/2008,4195.5
2/22/2008,4195.53
2/23/2008,4195.54
2/24/2008,4195.52
2/25/2008,4195.58
2/26/2008,4195.59
2/27/2008,4195.6
2/28/2008,4195.61
2/29/2008,4195.62
3/1/2008,4195.77
3/2/2008,4195.87
3/3/2008,4195.71
3/4/2008,4195.87
3/5/2008,4195.8
3/6/2008,4195.79
3/7/2008,4195.77
3/8/2008,4195.84
3/9/2008,4195.85
3/10/2008,4195.86
3/11/2008,4195.86
3/12/2008,4195.89
3/13/2008,4195.9
3/14/2008,4195.97
3/15/2008,4195.97
3/16/2008,4196.2
3/17/2008,4196.05
3/18/2008,4195.93
3/19/2008,4195.95
3/20/2008,4196.02
3/21/2008,4196.03
3/22/2008,4196.06
3/23/2008,4196
3/24/2008,4196.01
3/25/2008,4196.02
3/26/2008,4196.11
3/27/2008,4196.13
3/28/2008,4196.02
3/29/2008,4196.12
3/30/2008,4196.02
3/31/2008,4196.13
4/1/2008,4196
4/2/2008,4196
4/3/2008,4196.06
4/4/2008,4196.03
4/5/2008,4196.1
4/6/2008,4196.03
4/7/2008,4196.06
4/8/2008,4196.02
4/9/2008,4196.15
4/10/2008,4196.09
4/11/2008,4196.09
4/12/2008,4196
4/13/2008,4196
4/14/2008,4195.93
4/15/2008,4196.08
4/16/2008,4196.04
4/17/2008,4195.95
4/18/2008,4195.96
4/19/2008,4195.87
4/20/2008,4196.1
4/21/2008,4195.92
4/22/2008,4195.92
4/23/2008,4195.98
4/24/2008,4196.06
4/25/2008,4195.98
4/26/2008,4195.97
4/27/2008,4195.94
4/28/2008,4195.92
4/29/2008,4195.94
4/30/2008,4196.09
5/1/2008,4196.03
5/2/2008,4195.9
5/3/2008,4195.9
5/4/2008,4195.9
5/5/2008,4195.9
5/6/2008,4195.9
5/7/2008,4195.96
5/8/2008,4195.94
5/9/2008,4195.99
5/10/2008,4195.93
5/11/2008,4195.9
5/12/2008,4196.02
5/13/2008,4195.94
5/14/2008,4195.9
5/15/2008,4196.01
5/16/2008,4195.87
5/17/2008,4195.88
5/18/2008,4195.86
5/19/2008,4195.88
5/20/2008,4195.9
5/21/2008,4196.03
5/22/2008,4196.04
5/23/2008,4195.89
5/24/2008,4195.84
5/25/2008,4195.87
5/26/2008,4195.87
5/27/2008,4195.92
5/28/2008,4195.96
5/29/2008,4195.95
5/30/2008,4195.94
5/31/2008,4195.93
6/1/2008,4196.02
6/2/2008,4195.96
6/3/2008,4196
6/4/2008,4196.06
6/5/2008,4196.11
6/6/2008,4195.95
6/7/2008,4195.96
6/8/2008,4195.95
6/9/2008,4195.89
6/10/2008,4196.04
6/11/2008,4195.98
6/12/2008,4195.9
6/13/2008,4195.89
6/14/2008,4195.85
6/15/2008,4195.89
6/16/2008,4195.88
6/17/2008,4195.88
6/18/2008,4195.9
6/19/2008,4195.9
6/20/2008,4195.86
6/21/2008,4195.83
6/22/2008,4195.89
6/23/2008,4195.84
6/24/2008,4195.83
6/25/2008,4195.82
6/26/2008,4195.82
6/27/2008,4195.81
6/28/2008,4195.78
6/29/2008,4195.75
6/30/2008,4195.71
7/1/2008,4195.72
7/2/2008,4195.71
7/3/2008,4195.64
7/4/2008,4195.6
7/5/2008,4195.63
7/6/2008,4195.61
7/7/2008,4195.59
7/8/2008,4195.59
7/9/2008,4195.53
7/10/2008,4195.49
7/11/2008,4195.54
7/12/2008,4195.47
7/13/2008,4195.41
7/14/2008,4195.4
7/15/2008,4195.4
7/16/2008,4195.33
7/17/2008,4195.33
7/18/2008,4195.34
7/19/2008,4195.34
7/20/2008,4195.27
7/21/2008,4195.26
7/22/2008,4195.29
7/23/2008,4195.27
7/24/2008,4195.24
7/25/2008,4195.22
7/26/2008,4195.16
7/27/2008,4195.07
7/28/2008,4195.12
7/29/2008,4195.12
7/30/2008,4195.06
7/31/2008,4195.08
8/1/2008,4195.04
8/2/2008,4195.04
8/3/2008,4195.03
8/4/2008,4194.99
8/5/2008,4194.98
8/6/2008,4194.92
8/7/2008,4194.88
8/8/2008,4194.88
8/9/2008,4194.84
8/10/2008,4194.87
8/11/2008,4194.88
8/12/2008,4194.8
8/13/2008,4194.78
8/14/2008,4194.78
8/15/2008,4194.79
